order_ID,date,product_ID,units_sold,selling_price,revenue,product_name,category,cost_price,stock_available,lead_time,supplier,daily_avg_sales,days_of_stock,total_sales_product,inventory_turnover,inventory_risk,reorder_point,reorder_flag
2032,2024-01-10,P044,1,374,374,Bath Soap,Personal Care,230,467,8,BigBasket Vendor Network,5.36,87.0,563,1.0,Low Risk,73.0,Sufficient
2033,2024-04-19,P006,3,351,1053,Gaming Headset,Electronics,288,257,7,Metro Cash & Carry India,4.56,56.0,483,2.0,Low Risk,62.0,Sufficient
2034,2024-06-10,P042,3,620,1860,Toothpaste,Personal Care,343,377,8,Aditya Birla Supply Chain,5.06,75.0,648,2.0,Low Risk,70.0,Sufficient
2035,2024-05-03,P025,7,475,3325,Rice Cooker,Home & Kitchen,376,393,8,Aditya Birla Supply Chain,5.05,78.0,530,1.0,Low Risk,70.0,Sufficient
2036,2024-03-27,P021,7,527,3689,Kitchen Knife Set,Home & Kitchen,443,114,8,D-Mart Supply Services,5.14,22.0,514,5.0,Medium Risk,71.0,Sufficient
2037,2024-02-24,P016,1,488,488,Sunglasses,Clothing,251,429,6,Metro Cash & Carry India,4.78,90.0,569,1.0,Low Risk,59.0,Sufficient
2038,2024-02-01,P031,3,599,1797,Wall Clock,Home & Kitchen,444,441,8,BigBasket Vendor Network,4.97,89.0,487,1.0,Low Risk,70.0,Sufficient
2039,2024-06-26,P014,8,340,2720,Sports Shoes,Clothing,199,301,4,Reliance Retail Supply,4.94,61.0,509,2.0,Low Risk,50.0,Sufficient
2040,2024-05-14,P039,9,361,3249,Instant Coffee,Grocery,150,77,7,Tata Consumer Distribution,4.94,16.0,583,8.0,Medium Risk,65.0,Sufficient
2041,2024-04-02,P028,7,172,1204,Coffee Mug,Home & Kitchen,121,112,5,Future Retail Suppliers,4.89,23.0,533,5.0,Medium Risk,54.0,Sufficient
2042,2024-01-08,P032,7,201,1407,Office Chair,Home & Kitchen,148,212,9,Metro Cash & Carry India,4.76,45.0,452,2.0,Low Risk,73.0,Sufficient
2043,2024-03-05,P028,8,172,1376,Coffee Mug,Home & Kitchen,121,112,5,Future Retail Suppliers,4.89,23.0,533,5.0,Medium Risk,54.0,Sufficient
2044,2024-02-26,P009,6,279,1674,Laptop Backpack,Electronics,221,416,2,Flipkart Wholesale,5.18,80.0,534,1.0,Low Risk,40.0,Sufficient
2045,2024-03-07,P045,3,503,1509,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
2046,2024-03-12,P022,1,648,648,Non-stick Frying Pan,Home & Kitchen,393,394,4,ITC Distribution Network,5.42,73.0,537,1.0,Low Risk,52.0,Sufficient
2047,2024-02-23,P032,7,201,1407,Office Chair,Home & Kitchen,148,212,9,Metro Cash & Carry India,4.76,45.0,452,2.0,Low Risk,73.0,Sufficient
2048,2024-03-07,P005,1,280,280,LED Monitor 24 inch,Electronics,171,262,9,Future Retail Suppliers,5.34,49.0,518,2.0,Low Risk,78.0,Sufficient
2049,2024-02-20,P023,1,615,615,Electric Kettle,Home & Kitchen,485,376,2,BigBasket Vendor Network,4.62,81.0,550,1.0,Low Risk,39.0,Sufficient
2050,2024-04-06,P005,9,280,2520,LED Monitor 24 inch,Electronics,171,262,9,Future Retail Suppliers,5.34,49.0,518,2.0,Low Risk,78.0,Sufficient
2051,2024-04-01,P042,7,620,4340,Toothpaste,Personal Care,343,377,8,Aditya Birla Supply Chain,5.06,75.0,648,2.0,Low Risk,70.0,Sufficient
2052,2024-01-08,P032,4,201,804,Office Chair,Home & Kitchen,148,212,9,Metro Cash & Carry India,4.76,45.0,452,2.0,Low Risk,73.0,Sufficient
2053,2024-06-10,P010,6,453,2718,Fitness Tracker,Electronics,314,102,4,Future Retail Suppliers,4.72,22.0,472,5.0,Medium Risk,49.0,Sufficient
2054,2024-02-04,P039,1,361,361,Instant Coffee,Grocery,150,77,7,Tata Consumer Distribution,4.94,16.0,583,8.0,Medium Risk,65.0,Sufficient
2055,2024-04-05,P015,7,619,4333,Leather Wallet,Clothing,459,237,2,Reliance Retail Supply,5.06,47.0,531,2.0,Low Risk,40.0,Sufficient
2056,2024-03-28,P007,6,411,2466,External Hard Drive 1TB,Electronics,120,286,4,Aditya Birla Supply Chain,4.79,60.0,498,2.0,Low Risk,49.0,Sufficient
2057,2024-03-18,P029,4,535,2140,Desk Organizer,Home & Kitchen,352,188,6,BigBasket Vendor Network,4.84,39.0,499,3.0,Low Risk,59.0,Sufficient
2058,2024-02-01,P047,7,369,2583,Mobile Charger,Electronics,120,456,5,Tata Consumer Distribution,4.73,96.0,478,1.0,Low Risk,54.0,Sufficient
2059,2024-04-29,P003,3,551,1653,Bluetooth Speaker,Electronics,370,239,4,ITC Distribution Network,5.26,45.0,494,2.0,Low Risk,51.0,Sufficient
2060,2024-02-15,P019,1,465,465,Pillow Cover,Clothing,408,64,8,Metro Cash & Carry India,5.28,12.0,533,8.0,High Risk,72.0,Reorder Needed
2061,2024-05-23,P010,4,453,1812,Fitness Tracker,Electronics,314,102,4,Future Retail Suppliers,4.72,22.0,472,5.0,Medium Risk,49.0,Sufficient
2062,2024-06-13,P028,3,172,516,Coffee Mug,Home & Kitchen,121,112,5,Future Retail Suppliers,4.89,23.0,533,5.0,Medium Risk,54.0,Sufficient
2063,2024-05-21,P029,1,535,535,Desk Organizer,Home & Kitchen,352,188,6,BigBasket Vendor Network,4.84,39.0,499,3.0,Low Risk,59.0,Sufficient
2064,2024-02-24,P015,2,619,1238,Leather Wallet,Clothing,459,237,2,Reliance Retail Supply,5.06,47.0,531,2.0,Low Risk,40.0,Sufficient
2065,2024-06-24,P035,5,527,2635,Cooking Oil 1L,Grocery,287,428,5,Reliance Retail Supply,4.73,90.0,487,1.0,Low Risk,54.0,Sufficient
2066,2024-01-07,P006,8,351,2808,Gaming Headset,Electronics,288,257,7,Metro Cash & Carry India,4.56,56.0,483,2.0,Low Risk,62.0,Sufficient
2067,2024-03-14,P012,1,366,366,Women's Kurti,Clothing,187,459,8,Metro Cash & Carry India,4.78,96.0,550,1.0,Low Risk,68.0,Sufficient
2068,2024-01-07,P047,4,369,1476,Mobile Charger,Electronics,120,456,5,Tata Consumer Distribution,4.73,96.0,478,1.0,Low Risk,54.0,Sufficient
2069,2024-06-09,P038,4,367,1468,Tea Powder,Grocery,274,90,5,D-Mart Supply Services,5.05,18.0,505,6.0,Medium Risk,55.0,Sufficient
2070,2024-05-30,P013,5,605,3025,Denim Jeans,Clothing,472,266,7,D-Mart Supply Services,5.04,53.0,590,2.0,Low Risk,65.0,Sufficient
2071,2024-03-25,P029,7,535,3745,Desk Organizer,Home & Kitchen,352,188,6,BigBasket Vendor Network,4.84,39.0,499,3.0,Low Risk,59.0,Sufficient
2072,2024-05-26,P019,8,465,3720,Pillow Cover,Clothing,408,64,8,Metro Cash & Carry India,5.28,12.0,533,8.0,High Risk,72.0,Reorder Needed
2073,2024-04-21,P003,6,551,3306,Bluetooth Speaker,Electronics,370,239,4,ITC Distribution Network,5.26,45.0,494,2.0,Low Risk,51.0,Sufficient
2074,2024-05-04,P008,1,501,501,Smartphone Stand,Electronics,202,387,4,ITC Distribution Network,5.11,76.0,470,1.0,Low Risk,50.0,Sufficient
2075,2024-05-26,P008,7,501,3507,Smartphone Stand,Electronics,202,387,4,ITC Distribution Network,5.11,76.0,470,1.0,Low Risk,50.0,Sufficient
2076,2024-02-05,P020,3,581,1743,Blanket,Clothing,357,350,7,Amazon Wholesale India,4.96,71.0,526,2.0,Low Risk,65.0,Sufficient
2077,2024-01-29,P047,6,369,2214,Mobile Charger,Electronics,120,456,5,Tata Consumer Distribution,4.73,96.0,478,1.0,Low Risk,54.0,Sufficient
2078,2024-03-22,P004,8,344,2752,USB-C Charger,Electronics,206,345,5,Tata Consumer Distribution,5.02,69.0,507,1.0,Low Risk,55.0,Sufficient
2079,2024-01-02,P021,7,527,3689,Kitchen Knife Set,Home & Kitchen,443,114,8,D-Mart Supply Services,5.14,22.0,514,5.0,Medium Risk,71.0,Sufficient
2080,2024-05-08,P003,6,551,3306,Bluetooth Speaker,Electronics,370,239,4,ITC Distribution Network,5.26,45.0,494,2.0,Low Risk,51.0,Sufficient
2081,2024-02-16,P045,9,503,4527,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
2082,2024-05-27,P008,9,501,4509,Smartphone Stand,Electronics,202,387,4,ITC Distribution Network,5.11,76.0,470,1.0,Low Risk,50.0,Sufficient
2083,2024-01-11,P023,1,615,615,Electric Kettle,Home & Kitchen,485,376,2,BigBasket Vendor Network,4.62,81.0,550,1.0,Low Risk,39.0,Sufficient
2084,2024-05-09,P016,1,488,488,Sunglasses,Clothing,251,429,6,Metro Cash & Carry India,4.78,90.0,569,1.0,Low Risk,59.0,Sufficient
2085,2024-04-28,P013,1,605,605,Denim Jeans,Clothing,472,266,7,D-Mart Supply Services,5.04,53.0,590,2.0,Low Risk,65.0,Sufficient
2086,2024-05-19,P003,8,551,4408,Bluetooth Speaker,Electronics,370,239,4,ITC Distribution Network,5.26,45.0,494,2.0,Low Risk,51.0,Sufficient
2087,2024-01-20,P048,7,683,4781,Power Bank,Electronics,428,111,6,Tata Consumer Distribution,4.95,22.0,545,5.0,Medium Risk,60.0,Sufficient
2088,2024-01-05,P009,3,279,837,Laptop Backpack,Electronics,221,416,2,Flipkart Wholesale,5.18,80.0,534,1.0,Low Risk,40.0,Sufficient
2089,2024-02-06,P014,2,340,680,Sports Shoes,Clothing,199,301,4,Reliance Retail Supply,4.94,61.0,509,2.0,Low Risk,50.0,Sufficient
2090,2024-06-14,P013,4,605,2420,Denim Jeans,Clothing,472,266,7,D-Mart Supply Services,5.04,53.0,590,2.0,Low Risk,65.0,Sufficient
2091,2024-05-16,P007,3,411,1233,External Hard Drive 1TB,Electronics,120,286,4,Aditya Birla Supply Chain,4.79,60.0,498,2.0,Low Risk,49.0,Sufficient
2092,2024-02-22,P015,7,619,4333,Leather Wallet,Clothing,459,237,2,Reliance Retail Supply,5.06,47.0,531,2.0,Low Risk,40.0,Sufficient
2093,2024-06-20,P007,8,411,3288,External Hard Drive 1TB,Electronics,120,286,4,Aditya Birla Supply Chain,4.79,60.0,498,2.0,Low Risk,49.0,Sufficient
2094,2024-04-08,P038,6,367,2202,Tea Powder,Grocery,274,90,5,D-Mart Supply Services,5.05,18.0,505,6.0,Medium Risk,55.0,Sufficient
2095,2024-03-26,P034,3,539,1617,Wheat Flour 10kg,Grocery,269,338,2,Reliance Retail Supply,5.09,66.0,529,2.0,Low Risk,40.0,Sufficient
2096,2024-04-17,P041,6,393,2358,Chocolate Box,Grocery,154,250,8,Reliance Retail Supply,5.61,45.0,488,2.0,Low Risk,75.0,Sufficient
2097,2024-01-24,P022,2,648,1296,Non-stick Frying Pan,Home & Kitchen,393,394,4,ITC Distribution Network,5.42,73.0,537,1.0,Low Risk,52.0,Sufficient
2098,2024-03-21,P024,7,504,3528,Mixer Grinder,Home & Kitchen,291,58,8,Metro Cash & Carry India,4.86,12.0,525,9.0,High Risk,69.0,Reorder Needed
2099,2024-06-06,P037,7,556,3892,Salt Pack,Grocery,289,280,9,Flipkart Wholesale,5.01,56.0,501,2.0,Low Risk,75.0,Sufficient
2100,2024-04-29,P044,4,374,1496,Bath Soap,Personal Care,230,467,8,BigBasket Vendor Network,5.36,87.0,563,1.0,Low Risk,73.0,Sufficient
2101,2024-02-28,P001,8,418,3344,Wireless Mouse,Electronics,202,264,9,D-Mart Supply Services,5.05,52.0,475,2.0,Low Risk,75.0,Sufficient
2102,2024-05-07,P010,4,453,1812,Fitness Tracker,Electronics,314,102,4,Future Retail Suppliers,4.72,22.0,472,5.0,Medium Risk,49.0,Sufficient
2103,2024-04-23,P043,7,482,3374,Shampoo Bottle,Personal Care,419,317,6,Reliance Retail Supply,4.84,65.0,489,2.0,Low Risk,59.0,Sufficient
2104,2024-04-24,P016,4,488,1952,Sunglasses,Clothing,251,429,6,Metro Cash & Carry India,4.78,90.0,569,1.0,Low Risk,59.0,Sufficient
2105,2024-01-14,P046,5,298,1490,Face Wash,Personal Care,234,97,6,Reliance Retail Supply,5.28,18.0,491,5.0,Medium Risk,62.0,Sufficient
2106,2024-01-09,P008,7,501,3507,Smartphone Stand,Electronics,202,387,4,ITC Distribution Network,5.11,76.0,470,1.0,Low Risk,50.0,Sufficient
2107,2024-02-09,P025,3,475,1425,Rice Cooker,Home & Kitchen,376,393,8,Aditya Birla Supply Chain,5.05,78.0,530,1.0,Low Risk,70.0,Sufficient
2108,2024-01-25,P012,5,366,1830,Women's Kurti,Clothing,187,459,8,Metro Cash & Carry India,4.78,96.0,550,1.0,Low Risk,68.0,Sufficient
2109,2024-04-12,P025,3,475,1425,Rice Cooker,Home & Kitchen,376,393,8,Aditya Birla Supply Chain,5.05,78.0,530,1.0,Low Risk,70.0,Sufficient
2110,2024-01-22,P017,5,478,2390,Towel Set,Clothing,230,90,3,Metro Cash & Carry India,4.9,18.0,549,6.0,Medium Risk,45.0,Sufficient
2111,2024-01-04,P026,3,413,1239,Water Bottle,Home & Kitchen,260,178,3,Reliance Retail Supply,5.08,35.0,615,3.0,Low Risk,45.0,Sufficient
2112,2024-06-02,P046,7,298,2086,Face Wash,Personal Care,234,97,6,Reliance Retail Supply,5.28,18.0,491,5.0,Medium Risk,62.0,Sufficient
2113,2024-01-29,P048,1,683,683,Power Bank,Electronics,428,111,6,Tata Consumer Distribution,4.95,22.0,545,5.0,Medium Risk,60.0,Sufficient
2114,2024-04-18,P014,9,340,3060,Sports Shoes,Clothing,199,301,4,Reliance Retail Supply,4.94,61.0,509,2.0,Low Risk,50.0,Sufficient
2115,2024-04-07,P041,9,393,3537,Chocolate Box,Grocery,154,250,8,Reliance Retail Supply,5.61,45.0,488,2.0,Low Risk,75.0,Sufficient
2116,2024-02-06,P036,5,565,2825,Sugar 1kg,Grocery,370,310,6,Future Retail Suppliers,4.76,65.0,457,1.0,Low Risk,59.0,Sufficient
2117,2024-03-15,P023,9,615,5535,Electric Kettle,Home & Kitchen,485,376,2,BigBasket Vendor Network,4.62,81.0,550,1.0,Low Risk,39.0,Sufficient
2118,2024-03-10,P043,6,482,2892,Shampoo Bottle,Personal Care,419,317,6,Reliance Retail Supply,4.84,65.0,489,2.0,Low Risk,59.0,Sufficient
2119,2024-05-25,P006,5,351,1755,Gaming Headset,Electronics,288,257,7,Metro Cash & Carry India,4.56,56.0,483,2.0,Low Risk,62.0,Sufficient
2120,2024-05-07,P047,3,369,1107,Mobile Charger,Electronics,120,456,5,Tata Consumer Distribution,4.73,96.0,478,1.0,Low Risk,54.0,Sufficient
2121,2024-03-25,P005,8,280,2240,LED Monitor 24 inch,Electronics,171,262,9,Future Retail Suppliers,5.34,49.0,518,2.0,Low Risk,78.0,Sufficient
2122,2024-02-11,P043,4,482,1928,Shampoo Bottle,Personal Care,419,317,6,Reliance Retail Supply,4.84,65.0,489,2.0,Low Risk,59.0,Sufficient
2123,2024-04-09,P025,3,475,1425,Rice Cooker,Home & Kitchen,376,393,8,Aditya Birla Supply Chain,5.05,78.0,530,1.0,Low Risk,70.0,Sufficient
2124,2024-02-10,P018,6,470,2820,Bed Sheet,Clothing,249,206,8,Flipkart Wholesale,4.76,43.0,595,3.0,Low Risk,68.0,Sufficient
2125,2024-06-14,P013,8,605,4840,Denim Jeans,Clothing,472,266,7,D-Mart Supply Services,5.04,53.0,590,2.0,Low Risk,65.0,Sufficient
2126,2024-02-03,P043,9,482,4338,Shampoo Bottle,Personal Care,419,317,6,Reliance Retail Supply,4.84,65.0,489,2.0,Low Risk,59.0,Sufficient
2127,2024-01-17,P014,6,340,2040,Sports Shoes,Clothing,199,301,4,Reliance Retail Supply,4.94,61.0,509,2.0,Low Risk,50.0,Sufficient
2128,2024-06-13,P028,5,172,860,Coffee Mug,Home & Kitchen,121,112,5,Future Retail Suppliers,4.89,23.0,533,5.0,Medium Risk,54.0,Sufficient
2129,2024-06-01,P018,2,470,940,Bed Sheet,Clothing,249,206,8,Flipkart Wholesale,4.76,43.0,595,3.0,Low Risk,68.0,Sufficient
2130,2024-05-01,P028,2,172,344,Coffee Mug,Home & Kitchen,121,112,5,Future Retail Suppliers,4.89,23.0,533,5.0,Medium Risk,54.0,Sufficient
2131,2024-03-16,P027,9,594,5346,Lunch Box,Home & Kitchen,413,185,3,Amazon Wholesale India,5.18,36.0,440,2.0,Low Risk,46.0,Sufficient
2132,2024-03-27,P032,2,201,402,Office Chair,Home & Kitchen,148,212,9,Metro Cash & Carry India,4.76,45.0,452,2.0,Low Risk,73.0,Sufficient
2133,2024-04-26,P047,2,369,738,Mobile Charger,Electronics,120,456,5,Tata Consumer Distribution,4.73,96.0,478,1.0,Low Risk,54.0,Sufficient
2134,2024-04-15,P009,3,279,837,Laptop Backpack,Electronics,221,416,2,Flipkart Wholesale,5.18,80.0,534,1.0,Low Risk,40.0,Sufficient
2135,2024-03-26,P040,3,714,2142,Biscuits Pack,Grocery,463,184,6,Amazon Wholesale India,5.71,32.0,554,3.0,Low Risk,64.0,Sufficient
2136,2024-01-27,P032,4,201,804,Office Chair,Home & Kitchen,148,212,9,Metro Cash & Carry India,4.76,45.0,452,2.0,Low Risk,73.0,Sufficient
2137,2024-02-26,P020,7,581,4067,Blanket,Clothing,357,350,7,Amazon Wholesale India,4.96,71.0,526,2.0,Low Risk,65.0,Sufficient
2138,2024-01-31,P028,9,172,1548,Coffee Mug,Home & Kitchen,121,112,5,Future Retail Suppliers,4.89,23.0,533,5.0,Medium Risk,54.0,Sufficient
2139,2024-05-13,P033,2,261,522,Organic Rice 5kg,Grocery,158,468,8,Flipkart Wholesale,5.06,92.0,501,1.0,Low Risk,70.0,Sufficient
2140,2024-06-16,P004,4,344,1376,USB-C Charger,Electronics,206,345,5,Tata Consumer Distribution,5.02,69.0,507,1.0,Low Risk,55.0,Sufficient
2141,2024-04-07,P046,9,298,2682,Face Wash,Personal Care,234,97,6,Reliance Retail Supply,5.28,18.0,491,5.0,Medium Risk,62.0,Sufficient
2142,2024-01-12,P034,2,539,1078,Wheat Flour 10kg,Grocery,269,338,2,Reliance Retail Supply,5.09,66.0,529,2.0,Low Risk,40.0,Sufficient
2143,2024-02-22,P048,1,683,683,Power Bank,Electronics,428,111,6,Tata Consumer Distribution,4.95,22.0,545,5.0,Medium Risk,60.0,Sufficient
2144,2024-05-17,P003,8,551,4408,Bluetooth Speaker,Electronics,370,239,4,ITC Distribution Network,5.26,45.0,494,2.0,Low Risk,51.0,Sufficient
2145,2024-06-21,P026,9,413,3717,Water Bottle,Home & Kitchen,260,178,3,Reliance Retail Supply,5.08,35.0,615,3.0,Low Risk,45.0,Sufficient
2146,2024-05-24,P008,7,501,3507,Smartphone Stand,Electronics,202,387,4,ITC Distribution Network,5.11,76.0,470,1.0,Low Risk,50.0,Sufficient
2147,2024-06-02,P006,8,351,2808,Gaming Headset,Electronics,288,257,7,Metro Cash & Carry India,4.56,56.0,483,2.0,Low Risk,62.0,Sufficient
2148,2024-05-01,P016,4,488,1952,Sunglasses,Clothing,251,429,6,Metro Cash & Carry India,4.78,90.0,569,1.0,Low Risk,59.0,Sufficient
2149,2024-02-15,P024,4,504,2016,Mixer Grinder,Home & Kitchen,291,58,8,Metro Cash & Carry India,4.86,12.0,525,9.0,High Risk,69.0,Reorder Needed
2150,2024-03-04,P048,2,683,1366,Power Bank,Electronics,428,111,6,Tata Consumer Distribution,4.95,22.0,545,5.0,Medium Risk,60.0,Sufficient
2151,2024-05-09,P039,8,361,2888,Instant Coffee,Grocery,150,77,7,Tata Consumer Distribution,4.94,16.0,583,8.0,Medium Risk,65.0,Sufficient
2152,2024-02-23,P030,2,438,876,Table Lamp,Home & Kitchen,335,130,4,ITC Distribution Network,5.13,25.0,487,4.0,Low Risk,51.0,Sufficient
2153,2024-04-16,P045,9,503,4527,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
2154,2024-02-20,P013,4,605,2420,Denim Jeans,Clothing,472,266,7,D-Mart Supply Services,5.04,53.0,590,2.0,Low Risk,65.0,Sufficient
2155,2024-02-05,P005,1,280,280,LED Monitor 24 inch,Electronics,171,262,9,Future Retail Suppliers,5.34,49.0,518,2.0,Low Risk,78.0,Sufficient
2156,2024-04-24,P025,4,475,1900,Rice Cooker,Home & Kitchen,376,393,8,Aditya Birla Supply Chain,5.05,78.0,530,1.0,Low Risk,70.0,Sufficient
2157,2024-01-26,P020,3,581,1743,Blanket,Clothing,357,350,7,Amazon Wholesale India,4.96,71.0,526,2.0,Low Risk,65.0,Sufficient
2158,2024-01-29,P018,6,470,2820,Bed Sheet,Clothing,249,206,8,Flipkart Wholesale,4.76,43.0,595,3.0,Low Risk,68.0,Sufficient
2159,2024-05-28,P047,7,369,2583,Mobile Charger,Electronics,120,456,5,Tata Consumer Distribution,4.73,96.0,478,1.0,Low Risk,54.0,Sufficient
2160,2024-01-11,P018,8,470,3760,Bed Sheet,Clothing,249,206,8,Flipkart Wholesale,4.76,43.0,595,3.0,Low Risk,68.0,Sufficient
2161,2024-02-09,P002,2,515,1030,Mechanical Keyboard,Electronics,448,301,6,Amazon Wholesale India,5.13,59.0,600,2.0,Low Risk,61.0,Sufficient
2162,2024-01-11,P010,6,453,2718,Fitness Tracker,Electronics,314,102,4,Future Retail Suppliers,4.72,22.0,472,5.0,Medium Risk,49.0,Sufficient
2163,2024-06-12,P045,6,503,3018,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
2164,2024-04-22,P047,5,369,1845,Mobile Charger,Electronics,120,456,5,Tata Consumer Distribution,4.73,96.0,478,1.0,Low Risk,54.0,Sufficient
2165,2024-02-08,P012,7,366,2562,Women's Kurti,Clothing,187,459,8,Metro Cash & Carry India,4.78,96.0,550,1.0,Low Risk,68.0,Sufficient
2166,2024-02-23,P047,3,369,1107,Mobile Charger,Electronics,120,456,5,Tata Consumer Distribution,4.73,96.0,478,1.0,Low Risk,54.0,Sufficient
2167,2024-04-07,P013,4,605,2420,Denim Jeans,Clothing,472,266,7,D-Mart Supply Services,5.04,53.0,590,2.0,Low Risk,65.0,Sufficient
2168,2024-02-24,P047,9,369,3321,Mobile Charger,Electronics,120,456,5,Tata Consumer Distribution,4.73,96.0,478,1.0,Low Risk,54.0,Sufficient
2169,2024-04-20,P011,4,532,2128,Men's Casual Shirt,Clothing,430,329,6,D-Mart Supply Services,5.04,65.0,524,2.0,Low Risk,60.0,Sufficient
2170,2024-05-31,P019,3,465,1395,Pillow Cover,Clothing,408,64,8,Metro Cash & Carry India,5.28,12.0,533,8.0,High Risk,72.0,Reorder Needed
2171,2024-05-29,P035,2,527,1054,Cooking Oil 1L,Grocery,287,428,5,Reliance Retail Supply,4.73,90.0,487,1.0,Low Risk,54.0,Sufficient
2172,2024-03-09,P039,5,361,1805,Instant Coffee,Grocery,150,77,7,Tata Consumer Distribution,4.94,16.0,583,8.0,Medium Risk,65.0,Sufficient
2173,2024-02-25,P026,4,413,1652,Water Bottle,Home & Kitchen,260,178,3,Reliance Retail Supply,5.08,35.0,615,3.0,Low Risk,45.0,Sufficient
2174,2024-02-02,P046,8,298,2384,Face Wash,Personal Care,234,97,6,Reliance Retail Supply,5.28,18.0,491,5.0,Medium Risk,62.0,Sufficient
2175,2024-02-05,P014,7,340,2380,Sports Shoes,Clothing,199,301,4,Reliance Retail Supply,4.94,61.0,509,2.0,Low Risk,50.0,Sufficient
2176,2024-05-27,P045,6,503,3018,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
2177,2024-03-21,P044,2,374,748,Bath Soap,Personal Care,230,467,8,BigBasket Vendor Network,5.36,87.0,563,1.0,Low Risk,73.0,Sufficient
2178,2024-04-18,P024,3,504,1512,Mixer Grinder,Home & Kitchen,291,58,8,Metro Cash & Carry India,4.86,12.0,525,9.0,High Risk,69.0,Reorder Needed
2179,2024-06-02,P041,9,393,3537,Chocolate Box,Grocery,154,250,8,Reliance Retail Supply,5.61,45.0,488,2.0,Low Risk,75.0,Sufficient
2180,2024-03-13,P001,9,418,3762,Wireless Mouse,Electronics,202,264,9,D-Mart Supply Services,5.05,52.0,475,2.0,Low Risk,75.0,Sufficient
2181,2024-02-09,P043,5,482,2410,Shampoo Bottle,Personal Care,419,317,6,Reliance Retail Supply,4.84,65.0,489,2.0,Low Risk,59.0,Sufficient
2182,2024-01-17,P022,3,648,1944,Non-stick Frying Pan,Home & Kitchen,393,394,4,ITC Distribution Network,5.42,73.0,537,1.0,Low Risk,52.0,Sufficient
2183,2024-05-08,P023,2,615,1230,Electric Kettle,Home & Kitchen,485,376,2,BigBasket Vendor Network,4.62,81.0,550,1.0,Low Risk,39.0,Sufficient
2184,2024-03-01,P019,8,465,3720,Pillow Cover,Clothing,408,64,8,Metro Cash & Carry India,5.28,12.0,533,8.0,High Risk,72.0,Reorder Needed
2185,2024-06-19,P018,6,470,2820,Bed Sheet,Clothing,249,206,8,Flipkart Wholesale,4.76,43.0,595,3.0,Low Risk,68.0,Sufficient
2186,2024-04-13,P012,7,366,2562,Women's Kurti,Clothing,187,459,8,Metro Cash & Carry India,4.78,96.0,550,1.0,Low Risk,68.0,Sufficient
2187,2024-02-11,P028,1,172,172,Coffee Mug,Home & Kitchen,121,112,5,Future Retail Suppliers,4.89,23.0,533,5.0,Medium Risk,54.0,Sufficient
2188,2024-01-25,P028,1,172,172,Coffee Mug,Home & Kitchen,121,112,5,Future Retail Suppliers,4.89,23.0,533,5.0,Medium Risk,54.0,Sufficient
2189,2024-02-08,P033,2,261,522,Organic Rice 5kg,Grocery,158,468,8,Flipkart Wholesale,5.06,92.0,501,1.0,Low Risk,70.0,Sufficient
2190,2024-02-04,P019,3,465,1395,Pillow Cover,Clothing,408,64,8,Metro Cash & Carry India,5.28,12.0,533,8.0,High Risk,72.0,Reorder Needed
2191,2024-05-10,P028,1,172,172,Coffee Mug,Home & Kitchen,121,112,5,Future Retail Suppliers,4.89,23.0,533,5.0,Medium Risk,54.0,Sufficient
2192,2024-04-17,P037,5,556,2780,Salt Pack,Grocery,289,280,9,Flipkart Wholesale,5.01,56.0,501,2.0,Low Risk,75.0,Sufficient
2193,2024-06-20,P026,3,413,1239,Water Bottle,Home & Kitchen,260,178,3,Reliance Retail Supply,5.08,35.0,615,3.0,Low Risk,45.0,Sufficient
2194,2024-06-27,P035,1,527,527,Cooking Oil 1L,Grocery,287,428,5,Reliance Retail Supply,4.73,90.0,487,1.0,Low Risk,54.0,Sufficient
2195,2024-04-11,P034,8,539,4312,Wheat Flour 10kg,Grocery,269,338,2,Reliance Retail Supply,5.09,66.0,529,2.0,Low Risk,40.0,Sufficient
2196,2024-04-07,P035,6,527,3162,Cooking Oil 1L,Grocery,287,428,5,Reliance Retail Supply,4.73,90.0,487,1.0,Low Risk,54.0,Sufficient
2197,2024-01-12,P040,9,714,6426,Biscuits Pack,Grocery,463,184,6,Amazon Wholesale India,5.71,32.0,554,3.0,Low Risk,64.0,Sufficient
2198,2024-01-19,P016,3,488,1464,Sunglasses,Clothing,251,429,6,Metro Cash & Carry India,4.78,90.0,569,1.0,Low Risk,59.0,Sufficient
2199,2024-04-10,P038,9,367,3303,Tea Powder,Grocery,274,90,5,D-Mart Supply Services,5.05,18.0,505,6.0,Medium Risk,55.0,Sufficient
2200,2024-02-13,P013,9,605,5445,Denim Jeans,Clothing,472,266,7,D-Mart Supply Services,5.04,53.0,590,2.0,Low Risk,65.0,Sufficient
