order_ID,date,product_ID,units_sold,revenue
1785,2024-04-10,P006,7,2457
1786,2024-03-13,P008,8,4008
1787,2024-01-17,P029,3,1605
1788,2024-01-09,P048,3,2049
1789,2024-05-22,P033,7,1827
1790,2024-05-31,P003,4,2204
1791,2024-02-07,P035,3,1581
1792,2024-06-11,P005,8,2240
1793,2024-04-03,P027,3,1782
1794,2024-04-04,P044,7,2618
1795,2024-02-18,P012,2,732
1796,2024-03-09,P020,1,581
1797,2024-03-02,P045,6,3018
1798,2024-06-26,P020,8,4648
1799,2024-03-18,P009,1,279
1800,2024-04-26,P039,9,3249
1801,2024-04-29,P004,3,1032
1802,2024-05-16,P019,3,1395
1803,2024-06-10,P038,4,1468
1804,2024-03-16,P027,1,594
1805,2024-02-04,P045,9,4527
1806,2024-01-01,P043,3,1446
1807,2024-02-09,P013,4,2420
1808,2024-03-04,P013,1,605
1809,2024-05-29,P022,4,2592
1810,2024-02-29,P028,1,172
1811,2024-03-04,P047,5,1845
1812,2024-04-02,P045,5,2515
1813,2024-03-12,P022,7,4536
1814,2024-01-11,P043,8,3856
1815,2024-04-14,P019,4,1860
1816,2024-01-14,P008,7,3507
1817,2024-02-29,P008,4,2004
1818,2024-01-30,P042,3,1860
1819,2024-02-04,P026,6,2478
1820,2024-06-13,P048,4,2732
1821,2024-01-05,P026,3,1239
1822,2024-03-23,P023,9,5535
1823,2024-05-02,P043,5,2410
1824,2024-03-18,P013,7,4235
1825,2024-06-02,P028,6,1032
1826,2024-03-02,P009,5,1395
1827,2024-05-11,P020,7,4067
1828,2024-03-29,P019,6,2790
1829,2024-02-11,P048,2,1366
1830,2024-03-29,P039,3,1083
1831,2024-05-25,P012,2,732
1832,2024-02-09,P015,3,1857
1833,2024-03-12,P031,1,599
1834,2024-02-08,P014,8,2720
1835,2024-04-13,P011,6,3192
1836,2024-01-14,P026,2,826
1837,2024-02-01,P042,8,4960
1838,2024-06-27,P027,6,3564
1839,2024-05-04,P011,7,3724
1840,2024-06-14,P038,1,367
1841,2024-04-06,P034,7,3773
1842,2024-01-23,P043,3,1446
1843,2024-03-03,P019,8,3720
1844,2024-05-22,P006,6,2106
1845,2024-06-01,P046,4,1192
1846,2024-05-24,P038,8,2936
1847,2024-02-22,P042,9,5580
1848,2024-04-13,P028,2,344
1849,2024-04-13,P001,6,2508
1850,2024-06-27,P035,5,2635
1851,2024-02-08,P040,5,3570
1852,2024-06-27,P008,3,1503
1853,2024-05-13,P047,8,2952
1854,2024-03-07,P007,8,3288
1855,2024-05-14,P011,5,2660
1856,2024-06-27,P039,8,2888
1857,2024-02-11,P004,8,2752
1858,2024-01-15,P025,3,1425
1859,2024-04-20,P012,2,732
1860,2024-06-05,P026,9,3717
1861,2024-02-02,P038,2,734
1862,2024-06-03,P046,9,2682
1863,2024-06-12,P012,4,1464
1864,2024-06-05,P043,2,964
1865,2024-02-07,P037,1,556
1866,2024-04-06,P046,4,1192
1867,2024-06-03,P024,9,4536
1868,2024-02-02,P016,9,4392
1869,2024-03-26,P013,4,2420
1870,2024-03-06,P025,9,4275
1871,2024-01-10,P004,6,2064
1872,2024-01-05,P011,1,532
1873,2024-05-02,P032,6,1206
1874,2024-03-14,P007,9,3699
1875,2024-04-06,P046,2,596
1876,2024-04-27,P011,6,3192
1877,2024-02-07,P028,2,344
1878,2024-05-20,P041,4,1572
1879,2024-06-07,P023,8,4920
1880,2024-02-16,P045,7,3521
1881,2024-04-18,P023,9,5535
1882,2024-06-28,P028,7,1204
1883,2024-01-15,P043,1,482
1884,2024-06-05,P047,2,738
1885,2024-05-15,P026,6,2478
1886,2024-01-05,P025,7,3325
1887,2024-06-05,P029,3,1605
1888,2024-02-16,P019,9,4185
1889,2024-03-08,P033,7,1827
1890,2024-03-16,P036,6,3390
1891,2024-06-21,P014,6,2040
1892,2024-05-09,P014,1,340
1893,2024-06-03,P035,5,2635
1894,2024-04-04,P030,3,1314
1895,2024-04-24,P028,7,1204
1896,2024-06-12,P017,3,1434
1897,2024-02-05,P003,5,2755
1898,2024-01-26,P016,7,3416
1899,2024-02-12,P046,3,894
1900,2024-01-27,P030,2,876
1901,2024-03-09,P029,6,3210
1902,2024-05-27,P045,8,4024
1903,2024-01-11,P015,4,2476
1904,2024-03-14,P046,9,2682
1905,2024-04-13,P025,8,3800
1906,2024-02-07,P038,7,2569
1907,2024-05-13,P042,7,4340
1908,2024-01-23,P047,3,1107
1909,2024-02-16,P038,6,2202
1910,2024-03-30,P023,5,3075
1911,2024-02-15,P025,1,475
1912,2024-04-16,P042,3,1860
1913,2024-05-19,P007,1,411
1914,2024-05-20,P022,4,2592
1915,2024-04-13,P017,3,1434
1916,2024-04-20,P018,4,1880
1917,2024-04-13,P041,9,3537
1918,2024-02-29,P010,3,1359
1919,2024-06-19,P010,6,2718
1920,2024-04-09,P007,6,2466
1921,2024-03-08,P048,7,4781
1922,2024-05-12,P038,9,3303
1923,2024-04-29,P027,7,4158
1924,2024-02-06,P033,1,261
1925,2024-03-12,P001,8,3344
1926,2024-05-06,P044,5,1870
1927,2024-04-15,P034,9,4851
1928,2024-04-01,P004,5,1720
1929,2024-01-31,P017,5,2390
1930,2024-05-01,P004,2,688
1931,2024-05-16,P043,3,1446
1932,2024-02-20,P026,9,3717
1933,2024-01-29,P004,7,2408
1934,2024-02-09,P001,1,418
1935,2024-02-10,P007,3,1233
1936,2024-01-11,P030,2,876
1937,2024-05-30,P009,1,279
1938,2024-01-01,P035,9,4743
1939,2024-02-15,P008,8,4008
1940,2024-04-10,P024,5,2520
1941,2024-05-28,P019,2,930
1942,2024-03-30,P036,1,565
1943,2024-04-19,P043,7,3374
1944,2024-06-12,P027,2,1188
1945,2024-02-26,P032,1,201
1946,2024-01-01,P014,2,680
1947,2024-03-03,P018,7,3290
1948,2024-02-24,P028,7,1204
1949,2024-04-24,P029,6,3210
1950,2024-06-16,P016,5,2440
1951,2024-05-22,P035,3,1581
1952,2024-05-28,P047,3,1107
1953,2024-06-23,P031,9,5391
1954,2024-02-22,P004,4,1376
1955,2024-05-16,P037,9,5004
1956,2024-06-28,P017,4,1912
1957,2024-02-26,P039,2,722
1958,2024-04-26,P048,4,2732
1959,2024-06-02,P046,6,1788
1960,2024-06-17,P026,6,2478
1961,2024-02-04,P048,5,3415
1962,2024-03-03,P039,1,361
1963,2024-01-25,P041,3,1179
1964,2024-03-30,P004,5,1720
1965,2024-03-15,P030,6,2628
1966,2024-02-07,P030,1,438
1967,2024-05-09,P022,9,5832
1968,2024-05-14,P011,3,1596
1969,2024-06-10,P002,3,1545
1970,2024-03-31,P044,2,748
1971,2024-01-17,P012,8,2928
1972,2024-05-07,P030,3,1314
1973,2024-06-19,P036,6,3390
1974,2024-04-17,P018,2,940
1975,2024-06-27,P026,7,2891
1976,2024-05-31,P007,4,1644
1977,2024-01-25,P001,9,3762
1978,2024-06-28,P026,9,3717
1979,2024-03-28,P023,7,4305
1980,2024-06-09,P026,8,3304
1981,2024-06-25,P045,3,1509
1982,2024-01-29,P006,5,1755
1983,2024-03-03,P006,2,702
1984,2024-05-29,P044,7,2618
1985,2024-06-02,P008,8,4008
1986,2024-06-04,P024,9,4536
1987,2024-04-23,P022,7,4536
1988,2024-02-18,P019,8,3720
1989,2024-03-21,P037,9,5004
1990,2024-03-24,P018,6,2820
1991,2024-04-14,P031,2,1198
1992,2024-06-25,P037,2,1112
1993,2024-05-27,P030,4,1752
1994,2024-04-27,P042,9,5580
1995,2024-03-26,P033,7,1827
1996,2024-03-03,P010,2,906
1997,2024-04-13,P037,8,4448
1998,2024-02-18,P012,7,2562
1999,2024-03-11,P030,9,3942
2000,2024-01-01,P027,8,4752
2001,2024-05-20,P039,3,1083
2002,2024-06-27,P009,1,279
2003,2024-05-02,P021,2,1054
2004,2024-03-02,P012,2,732
2005,2024-02-01,P029,4,2140
2006,2024-06-06,P033,6,1566
2007,2024-01-29,P043,4,1928
2008,2024-02-18,P015,9,5571
2009,2024-06-21,P002,4,2060
2010,2024-01-30,P039,6,2166
2011,2024-05-23,P044,6,2244
2012,2024-06-16,P018,1,470
2013,2024-01-19,P003,8,4408
2014,2024-01-18,P007,3,1233
2015,2024-01-01,P043,6,2892
2016,2024-03-18,P018,3,1410
2017,2024-04-24,P044,2,748
2018,2024-06-23,P038,5,1835
2019,2024-04-22,P037,1,556
2020,2024-04-23,P033,9,2349
2021,2024-06-14,P044,7,2618
2022,2024-06-27,P031,3,1797
2023,2024-03-03,P011,4,2128
2024,2024-05-11,P004,6,2064
2025,2024-05-08,P018,3,1410
2026,2024-01-08,P004,7,2408
2027,2024-06-05,P034,6,3234
2028,2024-02-24,P029,9,4815
2029,2024-04-12,P024,5,2520
2030,2024-05-10,P022,4,2592
2031,2024-02-01,P002,3,1545
2032,2024-01-10,P044,1,374
2033,2024-04-19,P006,3,1053
2034,2024-06-10,P042,3,1860
2035,2024-05-03,P025,7,3325
2036,2024-03-27,P021,7,3689
2037,2024-02-24,P016,1,488
2038,2024-02-01,P031,3,1797
2039,2024-06-26,P014,8,2720
2040,2024-05-14,P039,9,3249
2041,2024-04-02,P028,7,1204
2042,2024-01-08,P032,7,1407
2043,2024-03-05,P028,8,1376
2044,2024-02-26,P009,6,1674
2045,2024-03-07,P045,3,1509
2046,2024-03-12,P022,1,648
2047,2024-02-23,P032,7,1407
2048,2024-03-07,P005,1,280
2049,2024-02-20,P023,1,615
2050,2024-04-06,P005,9,2520
2051,2024-04-01,P042,7,4340
2052,2024-01-08,P032,4,804
2053,2024-06-10,P010,6,2718
2054,2024-02-04,P039,1,361
2055,2024-04-05,P015,7,4333
2056,2024-03-28,P007,6,2466
2057,2024-03-18,P029,4,2140
2058,2024-02-01,P047,7,2583
2059,2024-04-29,P003,3,1653
2060,2024-02-15,P019,1,465
2061,2024-05-23,P010,4,1812
2062,2024-06-13,P028,3,516
2063,2024-05-21,P029,1,535
2064,2024-02-24,P015,2,1238
2065,2024-06-24,P035,5,2635
2066,2024-01-07,P006,8,2808
2067,2024-03-14,P012,1,366
2068,2024-01-07,P047,4,1476
2069,2024-06-09,P038,4,1468
2070,2024-05-30,P013,5,3025
2071,2024-03-25,P029,7,3745
2072,2024-05-26,P019,8,3720
2073,2024-04-21,P003,6,3306
2074,2024-05-04,P008,1,501
2075,2024-05-26,P008,7,3507
2076,2024-02-05,P020,3,1743
2077,2024-01-29,P047,6,2214
2078,2024-03-22,P004,8,2752
2079,2024-01-02,P021,7,3689
2080,2024-05-08,P003,6,3306
2081,2024-02-16,P045,9,4527
2082,2024-05-27,P008,9,4509
2083,2024-01-11,P023,1,615
2084,2024-05-09,P016,1,488
2085,2024-04-28,P013,1,605
2086,2024-05-19,P003,8,4408
2087,2024-01-20,P048,7,4781
2088,2024-01-05,P009,3,837
2089,2024-02-06,P014,2,680
2090,2024-06-14,P013,4,2420
2091,2024-05-16,P007,3,1233
2092,2024-02-22,P015,7,4333
2093,2024-06-20,P007,8,3288
2094,2024-04-08,P038,6,2202
2095,2024-03-26,P034,3,1617
2096,2024-04-17,P041,6,2358
2097,2024-01-24,P022,2,1296
2098,2024-03-21,P024,7,3528
2099,2024-06-06,P037,7,3892
2100,2024-04-29,P044,4,1496
2101,2024-02-28,P001,8,3344
2102,2024-05-07,P010,4,1812
2103,2024-04-23,P043,7,3374
2104,2024-04-24,P016,4,1952
2105,2024-01-14,P046,5,1490
2106,2024-01-09,P008,7,3507
2107,2024-02-09,P025,3,1425
2108,2024-01-25,P012,5,1830
2109,2024-04-12,P025,3,1425
2110,2024-01-22,P017,5,2390
2111,2024-01-04,P026,3,1239
2112,2024-06-02,P046,7,2086
2113,2024-01-29,P048,1,683
2114,2024-04-18,P014,9,3060
2115,2024-04-07,P041,9,3537
2116,2024-02-06,P036,5,2825
2117,2024-03-15,P023,9,5535
2118,2024-03-10,P043,6,2892
2119,2024-05-25,P006,5,1755
2120,2024-05-07,P047,3,1107
2121,2024-03-25,P005,8,2240
2122,2024-02-11,P043,4,1928
2123,2024-04-09,P025,3,1425
2124,2024-02-10,P018,6,2820
2125,2024-06-14,P013,8,4840
2126,2024-02-03,P043,9,4338
2127,2024-01-17,P014,6,2040
2128,2024-06-13,P028,5,860
2129,2024-06-01,P018,2,940
2130,2024-05-01,P028,2,344
2131,2024-03-16,P027,9,5346
2132,2024-03-27,P032,2,402
2133,2024-04-26,P047,2,738
2134,2024-04-15,P009,3,837
2135,2024-03-26,P040,3,2142
2136,2024-01-27,P032,4,804
2137,2024-02-26,P020,7,4067
2138,2024-01-31,P028,9,1548
2139,2024-05-13,P033,2,522
2140,2024-06-16,P004,4,1376
2141,2024-04-07,P046,9,2682
2142,2024-01-12,P034,2,1078
2143,2024-02-22,P048,1,683
2144,2024-05-17,P003,8,4408
2145,2024-06-21,P026,9,3717
2146,2024-05-24,P008,7,3507
2147,2024-06-02,P006,8,2808
2148,2024-05-01,P016,4,1952
2149,2024-02-15,P024,4,2016
2150,2024-03-04,P048,2,1366
2151,2024-05-09,P039,8,2888
2152,2024-02-23,P030,2,876
2153,2024-04-16,P045,9,4527
2154,2024-02-20,P013,4,2420
2155,2024-02-05,P005,1,280
2156,2024-04-24,P025,4,1900
2157,2024-01-26,P020,3,1743
2158,2024-01-29,P018,6,2820
2159,2024-05-28,P047,7,2583
2160,2024-01-11,P018,8,3760
2161,2024-02-09,P002,2,1030
2162,2024-01-11,P010,6,2718
2163,2024-06-12,P045,6,3018
2164,2024-04-22,P047,5,1845
2165,2024-02-08,P012,7,2562
2166,2024-02-23,P047,3,1107
2167,2024-04-07,P013,4,2420
2168,2024-02-24,P047,9,3321
2169,2024-04-20,P011,4,2128
2170,2024-05-31,P019,3,1395
2171,2024-05-29,P035,2,1054
2172,2024-03-09,P039,5,1805
2173,2024-02-25,P026,4,1652
2174,2024-02-02,P046,8,2384
2175,2024-02-05,P014,7,2380
2176,2024-05-27,P045,6,3018
2177,2024-03-21,P044,2,748
2178,2024-04-18,P024,3,1512
2179,2024-06-02,P041,9,3537
2180,2024-03-13,P001,9,3762
2181,2024-02-09,P043,5,2410
2182,2024-01-17,P022,3,1944
2183,2024-05-08,P023,2,1230
2184,2024-03-01,P019,8,3720
2185,2024-06-19,P018,6,2820
2186,2024-04-13,P012,7,2562
2187,2024-02-11,P028,1,172
2188,2024-01-25,P028,1,172
2189,2024-02-08,P033,2,522
2190,2024-02-04,P019,3,1395
2191,2024-05-10,P028,1,172
2192,2024-04-17,P037,5,2780
2193,2024-06-20,P026,3,1239
2194,2024-06-27,P035,1,527
2195,2024-04-11,P034,8,4312
2196,2024-04-07,P035,6,3162
2197,2024-01-12,P040,9,6426
2198,2024-01-19,P016,3,1464
2199,2024-04-10,P038,9,3303
2200,2024-02-13,P013,9,5445
2201,2024-02-18,P023,1,615
2202,2024-01-17,P022,3,1944
2203,2024-03-14,P016,6,2928
2204,2024-02-26,P028,8,1376
2205,2024-02-24,P048,4,2732
2206,2024-02-16,P035,5,2635
2207,2024-01-12,P045,9,4527
2208,2024-03-02,P046,6,1788
2209,2024-03-20,P008,7,3507
2210,2024-03-23,P044,7,2618
2211,2024-01-08,P022,4,2592
2212,2024-05-28,P021,4,2108
2213,2024-03-21,P026,4,1652
2214,2024-04-27,P040,5,3570
2215,2024-01-25,P021,5,2635
2216,2024-03-29,P025,8,3800
2217,2024-01-12,P041,9,3537
2218,2024-05-22,P001,2,836
2219,2024-02-28,P006,7,2457
2220,2024-06-02,P023,1,615
2221,2024-04-18,P023,1,615
2222,2024-01-26,P043,4,1928
2223,2024-02-16,P043,7,3374
2224,2024-02-01,P023,2,1230
2225,2024-01-10,P032,2,402
2226,2024-01-16,P030,1,438
2227,2024-05-24,P013,2,1210
2228,2024-05-30,P043,7,3374
2229,2024-01-26,P018,9,4230
2230,2024-03-26,P023,6,3690
2231,2024-05-14,P015,2,1238
2232,2024-01-14,P033,9,2349
2233,2024-03-19,P021,7,3689
2234,2024-04-26,P039,1,361
2235,2024-01-07,P023,9,5535
2236,2024-05-16,P027,2,1188
2237,2024-04-24,P045,4,2012
2238,2024-06-24,P044,9,3366
2239,2024-03-12,P018,4,1880
2240,2024-02-28,P024,3,1512
2241,2024-03-22,P047,1,369
2242,2024-04-25,P040,7,4998
2243,2024-06-15,P042,6,3720
2244,2024-05-25,P007,4,1644
2245,2024-04-12,P048,6,4098
2246,2024-01-17,P020,6,3486
2247,2024-01-14,P027,4,2376
2248,2024-06-07,P006,6,2106
2249,2024-05-31,P027,8,4752
2250,2024-04-17,P009,3,837
2251,2024-02-14,P045,4,2012
2252,2024-04-07,P031,1,599
2253,2024-05-10,P021,4,2108
2254,2024-02-06,P026,9,3717
2255,2024-06-19,P040,8,5712
2256,2024-06-16,P048,4,2732
2257,2024-04-17,P045,7,3521
2258,2024-02-08,P013,3,1815
2259,2024-01-15,P023,9,5535
2260,2024-04-29,P020,4,2324
2261,2024-01-04,P037,2,1112
2262,2024-04-02,P028,5,860
2263,2024-06-01,P017,2,956
2264,2024-05-20,P028,6,1032
2265,2024-06-09,P041,1,393
2266,2024-01-16,P002,6,3090
2267,2024-06-18,P025,4,1900
2268,2024-04-17,P041,3,1179
2269,2024-05-05,P006,2,702
2270,2024-02-24,P011,7,3724
2271,2024-06-18,P038,9,3303
2272,2024-02-03,P006,3,1053
2273,2024-06-06,P045,6,3018
2274,2024-01-13,P011,9,4788
2275,2024-05-20,P014,2,680
2276,2024-01-18,P002,7,3605
2277,2024-06-08,P040,5,3570
2278,2024-04-05,P003,5,2755
2279,2024-05-02,P035,7,3689
2280,2024-02-08,P033,9,2349
2281,2024-02-15,P024,4,2016
2282,2024-01-29,P019,9,4185
2283,2024-03-02,P018,9,4230
2284,2024-01-16,P024,4,2016
2285,2024-04-30,P045,3,1509
2286,2024-01-10,P035,2,1054
2287,2024-06-06,P001,9,3762
2288,2024-06-01,P036,2,1130
2289,2024-04-12,P025,6,2850
2290,2024-03-24,P045,5,2515
2291,2024-05-12,P043,5,2410
2292,2024-03-05,P034,4,2156
2293,2024-06-25,P025,6,2850
2294,2024-01-03,P016,5,2440
2295,2024-06-21,P034,4,2156
2296,2024-05-21,P029,9,4815
2297,2024-04-29,P019,6,2790
2298,2024-06-06,P023,3,1845
2299,2024-03-08,P019,6,2790
2300,2024-05-25,P025,1,475
2301,2024-02-06,P016,5,2440
2302,2024-06-01,P009,6,1674
2303,2024-06-24,P001,8,3344
2304,2024-03-13,P042,9,5580
2305,2024-05-22,P019,3,1395
2306,2024-02-18,P033,2,522
2307,2024-04-30,P034,4,2156
2308,2024-03-28,P016,8,3904
2309,2024-05-19,P044,8,2992
2310,2024-02-06,P040,3,2142
2311,2024-03-01,P018,4,1880
2312,2024-06-19,P034,3,1617
2313,2024-05-03,P025,2,950
2314,2024-02-08,P045,4,2012
2315,2024-03-03,P006,6,2106
2316,2024-02-15,P021,5,2635
2317,2024-03-28,P006,3,1053
2318,2024-01-11,P032,2,402
2319,2024-03-02,P041,9,3537
2320,2024-03-17,P048,1,683
2321,2024-06-01,P043,9,4338
2322,2024-02-21,P039,1,361
2323,2024-01-04,P031,7,4193
2324,2024-02-28,P042,6,3720
2325,2024-03-12,P010,7,3171
2326,2024-05-27,P030,3,1314
2327,2024-04-02,P018,3,1410
2328,2024-03-03,P024,1,504
2329,2024-02-23,P009,4,1116
2330,2024-04-26,P031,2,1198
2331,2024-04-19,P015,8,4952
2332,2024-03-14,P004,3,1032
2333,2024-04-16,P040,7,4998
2334,2024-02-26,P009,7,1953
2335,2024-06-17,P045,9,4527
2336,2024-01-03,P009,6,1674
2337,2024-04-29,P026,1,413
2338,2024-01-06,P004,8,2752
2339,2024-01-05,P017,1,478
2340,2024-01-05,P016,3,1464
2341,2024-02-23,P015,5,3095
2342,2024-02-16,P035,8,4216
2343,2024-06-25,P005,9,2520
2344,2024-01-09,P005,7,1960
2345,2024-04-08,P020,9,5229
2346,2024-01-20,P015,3,1857
2347,2024-05-01,P018,5,2350
2348,2024-03-01,P047,8,2952
2349,2024-05-02,P002,1,515
2350,2024-06-11,P029,8,4280
2351,2024-06-26,P013,7,4235
2352,2024-03-22,P004,1,344
2353,2024-03-02,P042,6,3720
2354,2024-05-24,P045,1,503
2355,2024-01-03,P010,2,906
2356,2024-06-08,P031,5,2995
2357,2024-01-13,P041,2,786
2358,2024-04-29,P008,1,501
2359,2024-05-04,P003,6,3306
2360,2024-03-29,P048,8,5464
2361,2024-03-13,P046,8,2384
2362,2024-03-08,P009,8,2232
2363,2024-05-21,P030,6,2628
2364,2024-04-10,P011,3,1596
2365,2024-04-07,P035,1,527
2366,2024-01-11,P037,2,1112
2367,2024-04-14,P042,5,3100
2368,2024-03-07,P013,5,3025
2369,2024-05-02,P036,1,565
2370,2024-01-29,P013,1,605
2371,2024-05-16,P012,9,3294
2372,2024-06-01,P037,2,1112
2373,2024-03-16,P010,7,3171
2374,2024-06-18,P009,4,1116
2375,2024-01-09,P007,7,2877
2376,2024-02-09,P002,8,4120
2377,2024-01-25,P023,5,3075
2378,2024-01-05,P039,1,361
2379,2024-05-18,P040,4,2856
2380,2024-05-03,P039,3,1083
2381,2024-02-07,P021,5,2635
2382,2024-03-12,P023,6,3690
2383,2024-05-12,P029,2,1070
2384,2024-06-24,P014,7,2380
2385,2024-03-30,P026,3,1239
2386,2024-05-25,P005,1,280
2387,2024-02-06,P031,3,1797
2388,2024-02-29,P025,9,4275
2389,2024-06-24,P031,6,3594
2390,2024-01-28,P020,6,3486
2391,2024-03-21,P044,4,1496
2392,2024-04-23,P017,8,3824
2393,2024-02-09,P045,5,2515
2394,2024-02-14,P002,7,3605
2395,2024-03-02,P025,9,4275
2396,2024-04-02,P013,5,3025
2397,2024-04-24,P039,5,1805
2398,2024-03-07,P028,4,688
2399,2024-02-25,P042,6,3720
2400,2024-02-09,P006,2,702
2401,2024-04-07,P003,3,1653
2402,2024-02-09,P035,1,527
2403,2024-03-31,P018,2,940
2404,2024-02-02,P011,2,1064
2405,2024-01-06,P020,8,4648
2406,2024-05-26,P005,8,2240
2407,2024-03-20,P019,2,930
2408,2024-06-16,P022,6,3888
2409,2024-04-01,P019,5,2325
2410,2024-04-06,P047,3,1107
2411,2024-02-28,P016,5,2440
2412,2024-02-28,P024,5,2520
2413,2024-02-17,P041,5,1965
2414,2024-06-17,P004,3,1032
2415,2024-01-13,P015,3,1857
2416,2024-04-16,P025,4,1900
2417,2024-02-14,P044,7,2618
2418,2024-03-29,P035,2,1054
2419,2024-06-18,P014,4,1360
2420,2024-04-09,P019,4,1860
2421,2024-06-03,P038,1,367
2422,2024-06-14,P036,8,4520
2423,2024-01-07,P007,1,411
2424,2024-05-12,P030,8,3504
2425,2024-02-14,P019,7,3255
2426,2024-02-27,P025,9,4275
2427,2024-01-31,P016,8,3904
2428,2024-01-23,P047,5,1845
2429,2024-06-18,P040,8,5712
2430,2024-05-17,P008,3,1503
2431,2024-06-08,P018,7,3290
2432,2024-04-16,P028,4,688
2433,2024-06-06,P016,5,2440
2434,2024-02-08,P019,9,4185
2435,2024-06-07,P042,7,4340
2436,2024-03-22,P017,4,1912
2437,2024-04-09,P045,6,3018
2438,2024-01-02,P013,7,4235
2439,2024-03-17,P007,9,3699
2440,2024-01-12,P027,4,2376
2441,2024-02-08,P010,3,1359
2442,2024-01-13,P034,8,4312
2443,2024-02-15,P036,1,565
2444,2024-06-03,P025,9,4275
2445,2024-04-22,P006,1,351
2446,2024-01-17,P024,2,1008
2447,2024-04-13,P018,8,3760
2448,2024-04-07,P023,9,5535
2449,2024-03-28,P006,7,2457
2450,2024-04-18,P029,3,1605
2451,2024-06-11,P025,7,3325
2452,2024-03-10,P017,6,2868
2453,2024-06-06,P046,2,596
2454,2024-03-14,P024,3,1512
2455,2024-03-03,P011,5,2660
2456,2024-06-04,P026,4,1652
2457,2024-02-29,P034,2,1078
2458,2024-03-19,P028,4,688
2459,2024-02-06,P003,8,4408
2460,2024-01-22,P011,5,2660
2461,2024-05-27,P038,5,1835
2462,2024-04-05,P014,3,1020
2463,2024-03-08,P026,8,3304
2464,2024-01-17,P048,6,4098
2465,2024-01-12,P021,2,1054
2466,2024-05-29,P039,2,722
2467,2024-05-24,P030,9,3942
2468,2024-05-17,P008,7,3507
2469,2024-04-27,P020,9,5229
2470,2024-01-22,P048,6,4098
2471,2024-04-29,P032,5,1005
2472,2024-02-19,P022,1,648
2473,2024-01-14,P007,6,2466
2474,2024-06-23,P009,6,1674
2475,2024-01-29,P045,3,1509
2476,2024-06-12,P001,3,1254
2477,2024-06-28,P029,3,1605
2478,2024-05-04,P008,3,1503
2479,2024-01-07,P004,7,2408
2480,2024-01-29,P035,2,1054
2481,2024-05-18,P003,2,1102
2482,2024-02-02,P045,3,1509
2483,2024-05-13,P040,7,4998
2484,2024-04-20,P007,3,1233
2485,2024-03-19,P027,7,4158
2486,2024-06-08,P001,9,3762
2487,2024-06-27,P027,4,2376
2488,2024-02-27,P016,7,3416
2489,2024-01-26,P038,9,3303
2490,2024-06-22,P007,8,3288
2491,2024-01-29,P044,8,2992
2492,2024-01-04,P023,9,5535
2493,2024-04-08,P041,5,1965
2494,2024-05-20,P011,5,2660
2495,2024-02-08,P042,3,1860
2496,2024-01-15,P033,5,1305
2497,2024-04-28,P036,8,4520
2498,2024-01-29,P037,5,2780
2499,2024-06-05,P041,4,1572
2500,2024-03-15,P017,8,3824
2501,2024-04-25,P035,7,3689
2502,2024-02-01,P048,6,4098
2503,2024-05-09,P005,5,1400
2504,2024-06-23,P048,5,3415
2505,2024-03-24,P032,2,402
2506,2024-01-22,P003,4,2204
2507,2024-01-27,P047,8,2952
2508,2024-03-21,P035,8,4216
2509,2024-05-05,P014,1,340
2510,2024-04-01,P048,2,1366
2511,2024-01-21,P031,5,2995
2512,2024-02-16,P031,9,5391
2513,2024-04-10,P017,7,3346
2514,2024-03-24,P024,5,2520
2515,2024-01-06,P023,1,615
2516,2024-05-26,P018,6,2820
2517,2024-05-10,P014,8,2720
2518,2024-01-01,P015,7,4333
2519,2024-02-27,P015,2,1238
2520,2024-05-03,P006,5,1755
2521,2024-06-14,P027,4,2376
2522,2024-01-15,P015,9,5571
2523,2024-06-10,P036,1,565
2524,2024-06-11,P008,6,3006
2525,2024-03-04,P015,3,1857
2526,2024-01-25,P003,9,4959
2527,2024-01-24,P047,5,1845
2528,2024-01-12,P013,6,3630
2529,2024-01-18,P041,9,3537
2530,2024-01-15,P034,9,4851
2531,2024-01-27,P024,8,4032
2532,2024-03-12,P040,9,6426
2533,2024-02-29,P032,4,804
2534,2024-06-22,P032,6,1206
2535,2024-05-24,P030,5,2190
2536,2024-04-02,P013,5,3025
2537,2024-02-22,P001,4,1672
2538,2024-01-08,P034,2,1078
2539,2024-03-19,P015,6,3714
2540,2024-01-27,P044,9,3366
2541,2024-06-22,P014,1,340
2542,2024-02-19,P029,7,3745
2543,2024-05-10,P034,6,3234
2544,2024-04-02,P018,3,1410
2545,2024-06-20,P007,1,411
2546,2024-01-24,P029,4,2140
2547,2024-02-29,P031,9,5391
2548,2024-05-01,P025,2,950
2549,2024-05-10,P038,3,1101
2550,2024-05-27,P014,2,680
2551,2024-02-15,P008,2,1002
2552,2024-01-15,P027,8,4752
2553,2024-06-01,P002,3,1545
2554,2024-01-17,P017,7,3346
2555,2024-05-05,P037,8,4448
2556,2024-03-24,P014,3,1020
2557,2024-01-09,P025,2,950
2558,2024-06-14,P030,8,3504
2559,2024-06-24,P029,3,1605
2560,2024-03-03,P020,7,4067
2561,2024-04-26,P021,1,527
2562,2024-05-09,P022,6,3888
2563,2024-03-28,P035,9,4743
2564,2024-03-12,P037,3,1668
2565,2024-05-18,P016,7,3416
2566,2024-03-04,P043,6,2892
2567,2024-03-12,P017,8,3824
2568,2024-01-21,P016,3,1464
